Points Used, Total X Movement (cm), Total Y Movement (cm), Total R Movement (cm), Original Number of Points
794,202.95501651827192,135.9413891767257,275.7063935304085,875
Time (s), X (cm), Y (cm), R (cm)
2.227,32.740025691664876,14.92483983652579,35.981385832633286
2.24,32.97963767570792,14.713686458206077,36.11300417316967
2.253,33.31007289985064,14.537223137943922,36.344075351503115
2.267,33.71903183323337,14.393949070641028,36.662772366786626
2.28,34.18720880551299,14.27932362685762,37.049484870268834
2.293,34.69037178357102,14.186625794720811,37.47909078301951
2.307,35.202041122367106,14.108225529237597,37.92394661377764
2.32,35.69649177894731,14.036991336497762,38.35722423619006
2.333,36.151772949469795,13.96752996487974,38.756194094748636
2.347,36.55242031674912,13.89699559298105,39.10506255619122
2.36,36.89153202156578,13.825306905527691,39.397008083485794
2.373,37.171899192033614,13.754746869919163,39.63512521739096
2.387,37.40593780817768,13.689059979787134,39.83207936374232
2.4,37.61427158213933,13.632272973650352,40.00840278095406
2.413,37.8229686546493,13.587522401856583,40.18952255092785
2.427,38.05962923568439,13.556163513422055,40.40179385572375
2.44,38.34873348924119,13.537362818744683,40.66799174185
2.453,38.706852996060796,13.528258923275478,41.00285670967138
2.467,39.1384621665481,13.524640652701517,41.40936036148136
2.48,39.63311718101727,13.521969646362281,41.87633747835869
2.493,40.16467082042785,13.516494435646067,42.378017933147596
2.507,40.69295477483588,13.506182544538172,42.87579194875852
2.52,41.16800670329423,13.491240412172937,43.322261526627706
2.533,41.536495053181085,13.474087353607244,43.66728124483565
2.547,41.74956982381443,13.45877676103671,43.865308073430626
2.56,41.77102192093073,13.449986078777085,43.883030864312154
2.573,41.584442688528604,13.451797670324728,43.706026292479095
2.587,41.19809324408681,13.466543184963543,43.343173306773004
2.6,40.64644104614089,13.493973743874934,42.82780051692817
2.613,39.98777765528986,13.530950340995737,42.215032618006965
2.627,39.29793422661068,13.571739198002089,41.57547040428533
2.64,38.66076404142736,13.608870163368799,40.98604669140892
2.653,38.15665115215211,13.634400340574487,40.51946322193926
2.667,37.850720885250716,13.641344383852184,40.233858230749014
2.68,37.782585780422075,13.625003061912771,40.16421910970117
2.693,37.95931593732802,13.583946703279954,40.31666249167254
2.707,38.352884836532,13.520481840241043,40.666290763685026
